FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Bobby,Chung,Production Technician I,Production       ,0.0725,Normal,High Risk Role (Production),1.0896646132785763,175,5
Maximus,Fields,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.1156741957563314,0,4
Orion,Ochoa,Production Technician I,Production       ,0.1475,Normal,High Risk Role (Production),2.532511978097194,3,4
Lindsey,Rocha,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.399726214921286,148,5
Chace,Gray,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.685147159479808,101,4
Carsen,Wheeler,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Low Satisfaction",1.9055441478439425,0,1
Arielle,Escobar,Production Technician I,Production       ,0.255,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.805612594113621,0,5
Gabriel,Pearson,Production Technician Ii,Production       ,0.0575,Normal,"High Risk Role (Production), Low Satisfaction",1.2922655715263518,0,1
Mercedes,Cook,Production Technician I,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",2.198494182067077,0,1
Skyler,Blankenship,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),1.9822039698836413,0,3
Bridget,Wu,Production Technician I,Production       ,0.09,Normal,"High Risk Role (Production), Low Satisfaction",2.316221765913758,0,1
Aron,Ali,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.619438740588638,0,1
Kayden,Soto,Production Technician I,Production       ,0.04,Normal,High Risk Role (Production),2.1190965092402463,185,3
Micaela,Conner,Production Technician I,Production       ,0.0475,Normal,"High Risk Role (Production), Low Satisfaction",2.8035592060232717,71,1
Arthur,Mitchell,Production Technician I,Production       ,0.17,Normal,"High Risk Role (Production), Low Satisfaction",1.4702258726899384,146,1
Deven,Morse,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Low Satisfaction",1.0787132101300478,65,1
George,Villegas,Production Technician I,Production       ,0.085,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.972621492128679,157,3
Arielle,Potts,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),2.8884325804243667,46,3
Junior,Bridges,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Training Failed",1.5003422313483916,0,5
Gabriella,Warner,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),0.5776865160848734,109,4
Ryan,Tate,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),1.1772758384668036,0,3
Hazel,Vincent,Production Technician Ii,Production       ,0.0825,Normal,"High Risk Role (Production), Training Failed",0.0,285,4
Gavyn,Riggs,Production Technician Ii,Production       ,0.055,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.0506502395619437,0,1
Cristal,Bradshaw,Production Technician Ii,Production       ,0.215,High Risk,"High Risk Role (Production), Low Satisfaction",1.3963039014373717,315,1
Guadalupe,Burke,Production Technician Ii,Production       ,0.0525,Normal,"High Risk Role (Production), Low Satisfaction",0.33401779603011633,38,1
Elisa,Henry,Production Technician Ii,Production       ,0.23,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.271047227926078,46,4
Morgan,Blackwell,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),2.0725530458590007,23,4
Ivan,Wright,Production Technician I,Production       ,0.06,Normal,High Risk Role (Production),1.78507871321013,0,5
Zoie,Rowland,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.5859000684462696,0,5
Ramiro,Savage,Production Technician I,Production       ,0.1725,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.808350444900753,66,3
Karma,Koch,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",1.754962354551677,152,1
Jacqueline,Hendrix,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Low Satisfaction",1.163586584531143,0,1
Kaitlin,Barker,Production Technician I,Production       ,0.03,Normal,High Risk Role (Production),0.9664613278576317,15,3
Semaj,Griffith,Production Technician I,Production       ,0.025,Normal,High Risk Role (Production),0.0,146,5
Aaliyah,Watts,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),2.8254620123203287,41,4
Ashton,Larsen,Production Technician I,Production       ,0.0425,Normal,High Risk Role (Production),0.5530458590006845,143,3
Joshua,Gibson,Production Technician Ii,Production       ,0.105,Normal,"High Risk Role (Production), Low Satisfaction",1.2922655715263518,216,2
Deanna,Sellers,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Low Satisfaction",2.299794661190965,0,1
Frankie,Figueroa,Production Technician Ii,Production       ,0.0425,Normal,"High Risk Role (Production), Low Satisfaction",0.06570841889117043,135,2
Bentley,Rush,Production Technician I,Production       ,0.0725,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.4449007529089664,0,1
Alexia,Pham,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.3429158110882957,16,2
Roselyn,Roberts,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.068446269678303,172,3
Ayden,Chambers,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.238193018480493,0,1
Kaitlynn,Serrano,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.2108145106091718,0,3
Jefferson,White,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.1971252566735116,0,5
Maria,Grant,Production Technician I,Production       ,0.1675,Normal,High Risk Role (Production),2.302532511978097,0,4
Bryanna,Ibarra,Production Technician I,Production       ,0.115,Normal,"High Risk Role (Production), Low Satisfaction",2.595482546201232,78,1
Sophie,Zavala,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Low Satisfaction",0.19164955509924708,139,1
Amya,Grant,Production Technician I,Production       ,0.0225,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.4113620807665983,55,3
Jaydan,Neal,Production Technician I,Production       ,0.07,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.154004106776181,0,1
Amiyah,Ramirez,Production Technician I,Production       ,0.065,Normal,High Risk Role (Production),1.8507871321013005,0,3
Brendon,Wilson,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.811088295687885,20,2
Nancy,Short,Production Technician I,Production       ,0.06,Normal,High Risk Role (Production),0.676249144421629,122,5
Isabella,Wilkins,Production Technician I,Production       ,0.035,Normal,"High Risk Role (Production), Low Satisfaction",1.4674880219028064,185,1
Mayra,Moss,Production Technician I,Production       ,0.1075,Normal,High Risk Role (Production),0.919917864476386,0,5
Maria,Gonzalez,It Support,IT/IS,0.0125,Normal,Mid-Tenure Risk,3.753593429158111,2,4
Jumil,Turpin,Network Engineer,IT/IS,0.0175,Normal,Low Satisfaction,2.9130732375085557,0,1
Ann,Daniele,Sr. Network Engineer,IT/IS,0.035,Normal,,2.847364818617385,1,3
Joe,South,Sr. Network Engineer,IT/IS,0.01,Normal,Low Satisfaction,1.0102669404517455,3,1
Sarah,Warfield,Sr. Network Engineer,IT/IS,0.0375,Normal,"Mid-Tenure Risk, Training Failed",3.909650924024641,0,3
Alejandro,Bacong,It Support,IT/IS,0.01,Normal,Training Failed,0.783025325119781,0,3
Neville,Tredinnick,Network Engineer,IT/IS,0.03,Normal,Training Failed,1.9137577002053388,18,5
Anthony,Cisco,It Support,IT/IS,0.0125,Normal,Low Satisfaction,1.6536618754277892,6,1
Linda,Dolan,It Support,IT/IS,0.015,Normal,,1.702943189596167,109,3
Carlos,Merlos,Network Engineer,IT/IS,0.0175,Normal,"Mid-Tenure Risk, Low Satisfaction",3.0718685831622174,82,1
Tanya,Morway,Network Engineer,IT/IS,0.0325,Normal,"Mid-Tenure Risk, Low Satisfaction",3.4442162902121836,184,1
Anita,Shepard,Network Engineer,IT/IS,0.0325,Normal,Mid-Tenure Risk,4.955509924709103,341,3
Jeremiah,Semizoglou,Sr. Network Engineer,IT/IS,0.0275,Normal,,0.9637234770704997,5,4
Katrina,Lambert,Network Engineer,Executive Office,0.0375,Normal,Mid-Tenure Risk,3.4934976043805612,105,4
Alexzander,Pope,Network Engineer,Executive Office,0.015,Normal,,0.08213552361396304,56,4
Derek,Holmes,It Support,IT/IS,0.0275,Normal,Mid-Tenure Risk,3.1019849418206706,118,4
Danika,Deleon,It Support,IT/IS,0.035,Normal,,0.12867898699520877,89,4
Sabrina,Durham,It Support,IT/IS,0.015,Normal,Low Satisfaction,0.0,0,1
Frankie,Carrillo,It Support,IT/IS,0.025,Normal,"Mid-Tenure Risk, Training Failed",3.575633127994524,0,3
Quintin,Solomon,Sr. Network Engineer,IT/IS,0.0275,Normal,"Mid-Tenure Risk, Training Failed",3.4442162902121836,0,5
Jaqueline,Pittman,Sr. Network Engineer,IT/IS,0.0175,Normal,"Mid-Tenure Risk, Low Satisfaction",3.756331279945243,6,2
Mariana,Glass,Other,IT/IS,0.0275,Normal,"Mid-Tenure Risk, Low Satisfaction",3.356605065023956,0,1
Payton,Cross,Other,IT/IS,0.055,Normal,"Mid-Tenure Risk, Training Failed, Low Satisfaction",4.676249144421629,58,2
Elise,Vazquez,Network Engineer,Executive Office,0.025,Normal,,1.0239561943874058,0,5
Monique,Pierce,Network Engineer,Executive Office,0.0175,Normal,Mid-Tenure Risk,3.7125256673511293,21,5
Axel,Higgins,It Support,IT/IS,0.0125,Normal,"Mid-Tenure Risk, Training Failed",3.7453798767967146,0,3
Marcos,Petty,It Support,IT/IS,0.025,Normal,,1.5550992470910336,0,3
Mia,Cowan,It Support,IT/IS,0.03,Normal,Training Failed,0.03559206023271732,0,3
Tanya,Leonard,It Support,IT/IS,0.015,Normal,"Mid-Tenure Risk, Training Failed, Low Satisfaction",3.9671457905544147,0,1
Dereon,Page,Sr. Network Engineer,IT/IS,0.0225,Normal,Training Failed,1.4784394250513346,0,3
Meadow,Boyer,Sr. Network Engineer,IT/IS,0.01,Normal,Training Failed,0.0,89,5
Paris,Simpson,Other,IT/IS,0.0625,Normal,,2.1601642710472277,114,4
Edgar,Underwood,Network Engineer,Executive Office,0.065,Normal,"Training Failed, Low Satisfaction",1.6454483230663928,0,2
Jaiden,Underwood,Network Engineer,Executive Office,0.04,Normal,Mid-Tenure Risk,3.9452429842573578,353,5
Eugene,Potts,It Support,IT/IS,0.03,Normal,,2.732375085557837,0,5
Gilbert,Klein,It Support,IT/IS,0.02,Normal,Mid-Tenure Risk,3.6084873374401094,0,3
Nathaly,Huffman,It Support,IT/IS,0.01,Normal,"Mid-Tenure Risk, Low Satisfaction",3.02258726899384,0,1
Nancy,Clay,It Support,IT/IS,0.0525,Normal,,1.5633127994524298,0,3
Kylie,Cantrell,Sr. Network Engineer,IT/IS,0.0175,Normal,,2.7761806981519506,0,3
Jayden,Mckee,Network Engineer,Executive Office,0.03,Normal,"Mid-Tenure Risk, Low Satisfaction",4.114989733059549,274,2
Brady,Yoder,Network Engineer,Executive Office,0.03,Normal,,1.9137577002053388,204,3
Darwin,Allen,Network Engineer,Executive Office,0.01,Normal,Low Satisfaction,0.0,0,1
Jasper,Harrison,It Support,IT/IS,0.01,Normal,Low Satisfaction,0.0,0,1
Bailey,Humphrey,It Support,IT/IS,0.0175,Normal,Training Failed,1.2867898699520877,0,3
Clare,English,It Support,IT/IS,0.0125,Normal,"Mid-Tenure Risk, Low Satisfaction",3.67419575633128,58,2
Amy,Sherman,It Support,IT/IS,0.0175,Normal,,2.9842573579739904,259,4
Lizbeth,Hunt,Sr. Network Engineer,IT/IS,0.0175,Normal,Low Satisfaction,1.319644079397673,81,1
Eugene,Mueller,Other,IT/IS,0.0425,Normal,"Mid-Tenure Risk, Low Satisfaction",3.463381245722108,68,2
Sloane,Moss,Network Engineer,Production       ,0.0425,Normal,High Risk Role (Production),2.652977412731006,204,4
Kaeden,Vargas,Network Engineer,Executive Office,0.025,Normal,Low Satisfaction,2.0314852840520192,0,1
Lena,Sandoval,Network Engineer,Executive Office,0.0375,Normal,"Mid-Tenure Risk, Training Failed",4.180698151950718,54,3
Adrien,Olsen,Network Engineer,IT/IS,0.0375,Normal,"Mid-Tenure Risk, Low Satisfaction",3.082819986310746,0,1
Damari,Brewer,It Support,IT/IS,0.0175,Normal,Mid-Tenure Risk,3.2854209445585214,0,4
Annalise,Gross,It Support,IT/IS,0.045,Normal,,0.0,0,5
Kamari,Mcgrath,It Support,IT/IS,0.025,Normal,,0.5804243668720055,91,5
Lorena,Rice,It Support,IT/IS,0.015,Normal,Mid-Tenure Risk,4.01368925393566,0,5
Eliezer,Stokes,Sr. Network Engineer,IT/IS,0.0125,Normal,,1.056810403832991,15,4
Aspen,Reyes,Sr. Network Engineer,IT/IS,0.0275,Normal,,2.329911019849418,0,4
Rudy,Richardson,Sr. Network Engineer,IT/IS,0.03,Normal,,1.596167008898015,0,5
Alana,Castro,Other,IT/IS,0.025,Normal,"Training Failed, Low Satisfaction",1.0376454483230664,0,2
Oscar,Lopez,Network Engineer,Executive Office,0.0275,Normal,Mid-Tenure Risk,4.687200547570157,26,3
Carter,Cook,Network Engineer,Executive Office,0.0275,Normal,Mid-Tenure Risk,4.459958932238193,57,4
Liam,Hanna,Network Engineer,IT/IS,0.0275,Normal,Mid-Tenure Risk,3.868583162217659,0,5
Zara,Pitts,Network Engineer,IT/IS,0.03,Normal,,1.4729637234770705,0,3
Abby,Woodward,It Support,IT/IS,0.015,Normal,"Mid-Tenure Risk, Training Failed",3.3374401095140316,0,3
Litzy,Esparza,It Support,IT/IS,0.0075,Normal,Mid-Tenure Risk,3.6358658453114305,0,3
Noemi,Brewer,It Support,IT/IS,0.03,Normal,Low Satisfaction,0.8514715947980835,0,2
Gilberto,Macdonald,It Support,IT/IS,0.03,Normal,"Mid-Tenure Risk, Low Satisfaction",4.487337440109514,316,2
Armando,Macias,Sr. Network Engineer,IT/IS,0.0375,Normal,Training Failed,1.6399726214921286,345,5
Britney,Kelly,Sr. Network Engineer,IT/IS,0.015,Normal,"Mid-Tenure Risk, Low Satisfaction",3.8822724161533197,0,2
Myla,Mullen,Network Engineer,Executive Office,0.0175,Normal,Low Satisfaction,0.3915126625598905,0,1
Alan,Holland,Network Engineer,IT/IS,0.0275,Normal,,0.2655715263518138,0,3
Brooklynn,Greene,Network Engineer,IT/IS,0.0275,Normal,Low Satisfaction,1.111567419575633,89,2
Maxwell,Mcpherson,Network Engineer,IT/IS,0.0875,Normal,,0.6926762491444216,274,4
Lukas,Freeman,It Support,IT/IS,0.0525,Normal,"Training Failed, Low Satisfaction",0.0,132,1
Yesenia,Nielsen,It Support,IT/IS,0.0325,Normal,Training Failed,0.0,0,3
Myah,Marsh,It Support,IT/IS,0.02,Normal,"Mid-Tenure Risk, Low Satisfaction",3.3921971252566734,85,1
Korbin,Gilbert,It Support,IT/IS,0.0175,Normal,Mid-Tenure Risk,3.5071868583162216,0,3
Jenna,Maddox,Sr. Network Engineer,IT/IS,0.025,Normal,Mid-Tenure Risk,3.9315537303216974,0,4
Abel,Baker,Other,IT/IS,0.04,Normal,Low Satisfaction,0.0,0,2
Deven,Merritt,Network Engineer,Executive Office,0.0175,Normal,"Training Failed, Low Satisfaction",2.0588637919233403,60,2
Hadassah,Moran,Network Engineer,Executive Office,0.05,Normal,"Training Failed, Low Satisfaction",0.0,22,1
Hezekiah,Thompson,Network Engineer,IT/IS,0.0225,Normal,Mid-Tenure Risk,3.728952772073922,0,4
Quintin,Fry,Network Engineer,IT/IS,0.045,Normal,,1.7111567419575633,0,4
Alayna,Hess,Network Engineer,IT/IS,0.085,Normal,Training Failed,2.8528405201916494,176,5
Amaris,Miller,It Support,IT/IS,0.015,Normal,Low Satisfaction,2.3983572895277208,0,2
Barrett,Wilcox,It Support,IT/IS,0.0075,Normal,Low Satisfaction,1.0294318959616702,91,2
Kimberly,Watson,It Support,IT/IS,0.01,Normal,"Mid-Tenure Risk, Training Failed",3.3867214236824092,96,5
Rebecca,Park,It Support,IT/IS,0.0525,Normal,"Training Failed, Low Satisfaction",1.7932922655715264,134,1
Caleb,Schneider,Sr. Network Engineer,IT/IS,0.095,Normal,,0.3805612594113621,0,3
Vanessa,James,Sr. Network Engineer,IT/IS,0.0575,Normal,Training Failed,2.023271731690623,270,5
Nathanial,Booth,Network Engineer,Executive Office,0.0525,Normal,"Mid-Tenure Risk, Training Failed",3.1074606433949348,19,5
Rhys,Barry,Network Engineer,IT/IS,0.01,Normal,,0.42984257357973993,0,3
Jonas,Rowland,Network Engineer,IT/IS,0.0375,Normal,,0.7337440109514032,6,3
Chris,Vincent,Network Engineer,IT/IS,0.05,Normal,"Training Failed, Low Satisfaction",2.7652292950034223,0,1
Myah,Waller,Network Engineer,IT/IS,0.0125,Normal,,2.6776180698151952,232,3
Yaritza,Sherman,It Support,IT/IS,0.0375,Normal,,0.0,0,3
Haley,Weaver,It Support,IT/IS,0.01,Normal,"Training Failed, Low Satisfaction",1.593429158110883,0,1
Alessandra,Lee,It Support,IT/IS,0.0375,Normal,Mid-Tenure Risk,3.378507871321013,26,3
Kaitlin,Hickman,It Support,IT/IS,0.0275,Normal,Mid-Tenure Risk,4.142368240930869,0,3
Giancarlo,Juarez,Sr. Network Engineer,IT/IS,0.015,Normal,Training Failed,0.837782340862423,0,4
Walter,Zuniga,Sr. Network Engineer,IT/IS,0.015,Normal,,1.462012320328542,60,4
Jeffery,Gamble,Sr. Network Engineer,IT/IS,0.0675,Normal,"Mid-Tenure Risk, Low Satisfaction",4.37782340862423,0,1
